0 0.0 0.0 5e+25 1.0715098 3507153500000000.0 3.4978657e-21 70146409.54771134 0.0
1 0.0025 0.0 5e+25 1.674424416080337 1.0423843329237496e+25 3.336915796498357e-31 68580917.11855093 3.1863510687614462e-09
2 0.005 0.0 5e+25 1.8140962920292014 4.204615197776902e+25 1.176202483391131e-33 67015424.68939052 6.016771202897594e-10
3 0.0075 0.0 5e+25 1.8226264955537936 4.447107253374292e+25 8.431060776213155e-34 65449932.26023011 5.797828537376368e-10
4 0.01 3e+23 0.0 1.7385290999999996 7.426027599999953e+24 8.87894770000017e-34 63884439.8310697 2446.0726000000395
5 0.0125 3e+23 0.0 1.5764174743236548 4.590124166821912e+22 4.980026647907384e-31 62318947.40190929 1.141998890783867e-08
6 0.015 3e+23 0.0 1.4226089700766327 1.1690958666148776e+20 1.8448867331849484e-28 60753454.97274888 2.3410007e-08
7 0.0175 3e+23 0.0 1.2726313854722024 3.49550014002572e+17 6.151012190764178e-26 59228463.85799227 2.816019842750973e-08
8 0.02 3e+23 0.0 1.1264630999999994 1197072699999977.2 1.7006664000000488e-23 57682727.99999999 76.56055600000748
9 0.0225 3e+23 0.0 0.9841709236631042 6322279847648.713 8.3623373909346e-21 56117812.93393561 2015.2443988453044
10 0.025 3e+23 0.0 0.8459944743587624 211507142789.531 3.93260058705831e-18 54025373.25011148 21535.896266685413
11 0.0275 3e+23 0.0 0.7124051505490587 2157393450.5934553 3.9344856713996645e-14 52595843.67653507 18457.144717982774
12 0.03 3e+23 0.0 0.5808929977497752 513792292.49557686 1.0228680207476143e-13 51477122.39917501 4394.558266201955
13 0.0325 3e+23 0.0 0.45445901129032173 107702.55555732202 4.74703133006456e-10 49495889.51612902 -6895.552967728748
14 0.035 3e+23 0.0 0.3303332822580638 21552.687277064048 1.165003026601294e-09 47122605.903225794 -16925.44819354579
15 0.0375 3e+23 0.0 0.21451697451612878 12.274360612756857 0.005917162175466146 45703773.06451613 -15671.711290319294
16 0.04 3e+23 0.0 0.10147047387096755 8.346565429766013 0.013806709959316979 44603090.48387097 -10656.763677411705
17 0.0425 3e+23 0.0 -0.01157602677419367 4.4187702467751695 0.021696257743167812 43502407.90322581 -5641.816064504119
18 0.045 3e+23 0.0 -0.12462252741935453 0.49097506378433664 0.029585805527018623 42401725.32258065 -626.8684515965433
19 0.0475 3e+23 0.0 -0.22474326612903217 5.155436499031726e-07 17235.77095896695 40929867.51612903 1.6642785548387096e-08
20 0.05 3e+23 0.0 -0.32301746741935494 3.436958555067981e-07 36933.75997264467 39404984.67741935 1.6330977032258064e-08
21 0.0525 3e+23 0.0 -0.42129166870967744 1.7184806111042403e-07 56631.74898632234 37880101.838709675 1.601916851612903e-08
22 0.055 3e+23 0.0 -0.5195658700000002 2.667140499999998e-13 76329.73801491097 36355218.99999999 1.5707360000000002e-08
23 0.0575 3e+23 0.0 -0.6030677667741939 1.9788487011268095e-13 5372319341.418543 34830336.16129032 1.6954594580645167e-08
24 0.06 3e+23 0.0 -0.6865696635483874 1.290556902253623e-13 10744562353.099056 33305453.32258064 1.8201829161290325e-08
25 0.0625 3e+23 0.0 -0.7700715603225812 6.022651033804343e-14 16116805364.779585 31780570.483870957 1.944906374193549e-08
26 0.065 3e+23 0.0 -0.8517269193548394 9.463913556587397e-19 20026487598065.836 30255687.64516128 2.0540393999999997e-08
27 0.0675 3e+23 0.0 -0.9204565141935489 6.940290809286754e-19 180071848238581.84 28730804.8064516 2.0540393999999997e-08
28 0.07 3e+23 0.0 -0.9891861090322585 4.416668061986111e-19 340117208879097.9 27205921.967741925 2.0540393999999997e-08
29 0.0725 3e+23 0.0 -1.0579157038709677 1.8930453146854815e-19 500162569519613.0 25681039.129032258 2.0540393999999997e-08
30 0.075 3e+23 0.0 -1.122952222580645 3.070830265135483e-23 1.3079588068096802e+17 24156157.58064516 1.979984847096774e-08
31 0.0775 3e+23 0.0 -1.1769095129032259 2.223982925677417e-23 6.514986170448401e+17 22631279.903225802 1.68376663548387e-08
32 0.08 3e+23 0.0 -1.2308668032258065 1.3771355862193508e-23 1.1722013534087122e+18 21106402.225806445 1.3875484238709661e-08
33 0.0825 3e+23 0.0 -1.2848240935483874 5.302882467612846e-24 1.6929040897725844e+18 19581524.548387088 1.0913302122580623e-08
34 0.085 3e+23 0.0 -1.3332418216200483 9.113218588545876e-27 7.125987284287066e+19 18057330.087849367 8.828081594083395e-09
35 0.08750000000000001 3e+23 0.0 -1.3724269459401768 6.51754549133494e-27 2.5590395162385498e+20 16534274.322114388 8.20446371163913e-09
36 0.09 3e+23 0.0 -1.4116120702603048 3.921872394124019e-27 4.405480304048383e+20 15011218.556379413 7.580845829194869e-09
